logFC	logCPM	LR	PValue	FDR
AT1G06717	0.686366133053281	-1.49814528258105	2.55032113109978	0.110271839749243	0.784272477834785
AT2G24740	0.940970997587892	-1.66782477211469	2.55018766727218	0.110281155142262	0.784272477834785
AT2G28080	0.413348057850439	3.87763764561755	2.54929175080808	0.110343709954493	0.784272477834785
AT3G62290	-0.388924071449072	9.16555446286982	2.54921050399116	0.110349384711403	0.784272477834785
AT5G39630	1.07566046216578	-2.75291611193221	2.54846810165106	0.110401253338596	0.784272477834785
AT1G09060	0.278181272673163	6.26234217474569	2.54839197774345	0.110406573321415	0.784272477834785
AT5G53970	-0.709419008792099	4.45894434055349	2.54830802064822	0.110412441060054	0.784272477834785
AT3G44970	0.35271940703672	3.32505167592352	2.54767283255107	0.110456845299314	0.784272477834785
AT5G25320	-0.789821358507326	-1.30989282108549	2.54749817726028	0.110469058409189	0.784272477834785
AT5G48600	-0.320711984961287	4.23223466284924	2.54646935253465	0.110541031123904	0.784272477834785
AT1G61950	0.791004325548851	-0.223712203626467	2.5464168835612	0.110544703038284	0.784272477834785
AT1G03550	-0.424121255066848	1.84810149894484	2.54638352530166	0.110547037605273	0.784272477834785
AT5G65005	-1.1918257604298	-4.1350874485856	2.54604729792376	0.110570571397668	0.784272477834785
AT5G39365	-0.99466653551255	-4.1634016712066	2.54560486533462	0.110601547281127	0.784272477834785
AT1G08643	0.574532072452103	-0.0229365174134458	2.54503539629221	0.110641431375856	0.784272477834785
AT4G11650	0.61842694349777	6.59354339988112	2.54500554705646	0.110643522373136	0.784272477834785
AT4G29930	0.622724161642349	3.85610194975547	2.54392840835851	0.110719007139148	0.784272477834785
AT1G76650	-0.392770303561951	9.24695363711651	2.54385900335956	0.110723872912078	0.784272477834785
AT5G14820	-0.540630767098993	-0.29826403273473	2.54348447205688	0.110750134220265	0.784272477834785
AT1G64060	0.305129440489333	6.06092710767884	2.54348192550199	0.110750312802525	0.784272477834785
AT2G40850	-0.366072851773344	2.5840214293235	2.54254466423411	0.110816061644643	0.784272477834785
AT1G53100	0.510249443051744	0.719714310291146	2.54248375338924	0.110820336023859	0.784272477834785
AT1G09677	0.643850401805022	-2.38986852133847	2.54176123290494	0.110871052271441	0.784272477834785
AT5G51670	-0.444241766533438	1.48466158120341	2.54116119849947	0.110913190200578	0.784272477834785
AT2G41640	-0.608419688836912	7.47687660695585	2.54110513794467	0.110917128000884	0.784272477834785
AT5G43570	-1.29216111451126	-0.928577907974868	2.53908931237467	0.111058825694952	0.784272477834785
AT4G21230	0.355138073652238	2.5897222908049	2.53880566142979	0.1110787802478	0.784272477834785
AT5G66270	-0.508193953635906	0.664438640599934	2.53863028072159	0.111091120074314	0.784272477834785
AT2G30505	-0.757645206749623	2.41650940901213	2.53829176488701	0.111114942391246	0.784272477834785
AT3G09550	-0.545608284544577	0.636329061767164	2.53795432214814	0.111138694785988	0.784272477834785
AT4G04485	0.709488051202635	-3.00115348130446	2.537314210556	0.11118376721544	0.784272477834785
AT2G10440	-0.935636069871738	-3.0809079542252	2.53703088678567	0.111203723425125	0.784272477834785
AT4G35480	-0.479279627241208	4.76631428251978	2.53685333239683	0.111216231665531	0.784272477834785
AT5G23190	1.09217961583002	4.03717809470557	2.53677888701992	0.111221476607488	0.784272477834785
AT2G48020	-0.344600137181183	5.76470924512497	2.53653665616343	0.111238544517925	0.784272477834785
AT1G79529	-0.647991892365251	-0.665902791408742	2.53645157365888	0.111244540229093	0.784272477834785
AT4G26460	-0.949575100024551	-1.49002855918873	2.53624421600526	0.111259154083535	0.784272477834785
AT1G11460	-0.4481954979744	3.09836637337812	2.53577785206844	0.11129202952999	0.784272477834785
AT3G57860	-0.333098543822013	3.12550012597864	2.53577545743398	0.111292198362814	0.784272477834785
AT5G18990	-1.11613458617392	-4.36248463485482	2.53534684221813	0.111322422262544	0.784274977555034
AT5G59870	-0.398360868355626	5.01610981821498	2.53411978589304	0.111408998378353	0.784674375112769
AT3G03450	-0.557108352271636	0.635108599564571	2.53269158234157	0.11150985995914	0.78514915413351
AT1G13900	0.320511459465187	3.97546978012487	2.5316993485464	0.111579991958234	0.78514915413351
AT2G23620	0.771762528142154	1.84684610565327	2.53128067607494	0.111609598677992	0.78514915413351
AT5G43725	0.522404131746825	0.23546447040407	2.53101485200063	0.111628401103369	0.78514915413351
AT4G39860	-0.401121315572345	4.36386835375136	2.53085301228085	0.111639850153561	0.78514915413351
AT2G25220	-0.44882178166086	1.85831371346326	2.5305468128629	0.111661515198731	0.78514915413351
AT1G27610	-0.831272412897522	-3.30247045641379	2.53020471986835	0.111685725356616	0.78514915413351
AT3G10420	0.329905656771482	6.77669013732702	2.5297481838187	0.111718043730352	0.78516613335863
AT5G40590	1.13806131683703	2.10472471543529	2.5281253042642	0.11183301140885	0.785593033462812
AT4G23170	0.551736735470221	5.63801278125904	2.5280461194758	0.111838624331949	0.785593033462812
AT2G05045	-0.923482332019852	-2.32348608284835	2.52662387538229	0.111939491307298	0.785952515224986
AT5G60080	-0.85921757461027	-3.50675075753342	2.52648047419874	0.111949667019898	0.785952515224986
AT2G18760	-0.307797743112088	4.99874512469501	2.52594363392876	0.111987770116844	0.786009858315414
AT1G78430	-0.487421943184662	1.7380862240017	2.52519406070219	0.112040996165239	0.786035121573061
AT5G02110	-0.750436680762507	-2.23370691613284	2.52436018386069	0.112100241216069	0.786035121573061
AT5G24590	-0.46249044122754	7.61059399301894	2.523911476001	0.112132135161924	0.786035121573061
AT1G56040	-0.675978091686692	1.31359038923226	2.52364293432265	0.112151227758754	0.786035121573061
AT1G13730	-0.320069568989541	4.85975606072886	2.52340039372706	0.112168474824566	0.786035121573061
AT1G50745	-0.591944548050964	8.0522286686872	2.52279273812792	0.112211698050738	0.786035121573061
AT5G38990	0.382792094100018	5.53503899008912	2.52269446049574	0.112218690372127	0.786035121573061
AT1G74930	-0.669034817669002	8.93248845231918	2.52213782751176	0.112258303116515	0.786035121573061
AT5G56570	-0.765473816135169	-1.80956707354692	2.52210281293198	0.112260795441177	0.786035121573061
AT1G02390	0.612701278948903	3.31076337656264	2.52053162214528	0.112372694953239	0.786608864672673
AT1G05000	0.308929935998778	5.1282718075855	2.51887727022564	0.112490649944817	0.787047542339318
AT3G61440	0.410848943367253	9.41060668241986	2.51861485346581	0.112509372739945	0.787047542339318
AT5G58430	-0.323744059309325	7.76841521712427	2.51839183162133	0.112525287502068	0.787047542339318
AT1G14100	-1.02234306633978	-2.96325646379799	2.51687446532635	0.112633632086066	0.787572540598529
AT1G04970	0.312854606839584	5.34089138890153	2.51631706411565	0.112673461087583	0.787572540598529
AT3G09640	-0.389480643338975	3.33775071312084	2.51596094481182	0.112698915649386	0.787572540598529
AT3G47040	0.600632531866915	2.07146325388219	2.51523968136045	0.112750489256738	0.787572540598529
AT1G29150	0.322641117421318	6.18058184967494	2.51501479625207	0.112766574878164	0.787572540598529
AT1G67390	-0.748501563897426	-0.846774118122607	2.51482271884568	0.112780315826274	0.787572540598529
AT1G51850	0.759389585097181	6.44466482895928	2.51395553762745	0.112842375720313	0.787614704167748
AT1G18960	-0.394770025986275	1.58705231688157	2.51390007221642	0.112846346386833	0.787614704167748
AT2G09420	-1.13275938622752	-4.08349074606648	2.51251465747217	0.112945575631097	0.788097788824266
AT5G47180	-0.325366910713628	5.38550066683903	2.51147328992394	0.11302022605178	0.788409159256533
AT4G04865	0.515617053254703	-0.727729009085612	2.51029312192606	0.113104892101551	0.788790212990814
AT2G17430	-0.498394058465304	2.92018594774204	2.508797885517	0.113212261750413	0.789261107694964
AT4G01630	1.14909052308602	0.65893747257854	2.50851577613026	0.113232531998588	0.789261107694964
AT1G63005	-0.693673704715079	-0.0379621590395512	2.50798485788469	0.1132706906173	0.789317548709777
AT4G11680	0.319474892958996	3.71169446457448	2.5063521588128	0.113388126212393	0.789926248330801
AT5G55070	0.381737236097651	6.6845236282955	2.50535907669286	0.11345962152722	0.790044844230795
AT1G49030	1.14302450499449	-1.20600843157934	2.50507495616237	0.113480085457333	0.790044844230795
AT4G39700	-0.503978455273359	0.94012266126678	2.50485882813664	0.113495654915832	0.790044844230795
AT1G48300	-0.72573960910597	4.37420393833656	2.5044445478286	0.113525505475979	0.790044844230795
AT5G47870	0.332655757861412	4.60108707841708	2.50386149994753	0.11356753107752	0.790127891760056
AT5G54250	0.446941747012954	4.63677010404247	2.50319438390466	0.11361563727707	0.790141041358033
AT3G50270	-0.410921247279642	5.77253186262864	2.50255413082661	0.113661827492724	0.790141041358033
AT5G67400	0.674409297540819	4.9740566935766	2.50252430147447	0.113663979996662	0.790141041358033
AT5G10710	-0.485475769045336	7.95285965050488	2.50189105178242	0.11370968627793	0.790141041358033
AT5G03425	-1.09379831747446	-2.26515838023263	2.50115544053105	0.113762806183223	0.790141041358033
AT3G20760	-1.1376312129669	-3.72793581383383	2.50078224170366	0.113789766048256	0.790141041358033
AT4G33465	-1.63203541735987	-4.05829970199008	2.50010375126201	0.113838798208474	0.790141041358033
AT3G26420	0.636351460260107	-2.09920304844329	2.49980901872746	0.113860104766547	0.790141041358033
AT1G64600	-0.30578969365031	4.48623862444357	2.49951189243969	0.113881588821898	0.790141041358033
AT2G05710	0.423140341982837	9.00985073246214	2.49873995761763	0.113937425340867	0.790141041358033
AT4G37680	0.359574262413953	5.90690375965785	2.49863386174496	0.113945101954202	0.790141041358033
AT5G60615	-0.77699444436097	-1.70755797385862	2.49842868809887	0.113959949000908	0.790141041358033
AT2G34170	-0.497349135720122	3.54455828819885	2.49841935074878	0.113960624733323	0.790141041358033
AT3G47660	-0.652435958565234	3.22527361178313	2.49512236748233	0.114199499719101	0.791370025883987
AT5G59700	-0.338549697540755	2.98900974492256	2.49480821843228	0.114222289425685	0.791370025883987
AT1G15910	-0.317387053632381	5.14456837983935	2.49472541541174	0.114228297143631	0.791370025883987
AT5G39020	0.434808594919044	4.55987447247324	2.49369903374219	0.11430279451677	0.791492970959957
AT4G26160	0.372213386096455	2.90015021707139	2.49365032174523	0.11430633148799	0.791492970959957
AT5G04770	-0.852232877412772	2.5767071820888	2.49198640996704	0.11442722039255	0.791804852570844
AT1G74460	0.845036213323802	4.84482761429279	2.4917858421897	0.114441801850001	0.791804852570844
AT1G49960	0.491005044891718	4.44356470467054	2.49178530562167	0.114441840861726	0.791804852570844
AT2G20970	-0.386859419461061	3.20025292630516	2.49008935362445	0.114565220099303	0.792254201947614
AT5G09810	0.31607887787529	8.40310871005046	2.49006307838761	0.114567132756792	0.792254201947614
AT4G29905	-1.2646685250319	2.47428325915338	2.48854479736062	0.114677713068438	0.792635201819746
AT4G14815	-2.03837135919766	-3.94476406082171	2.48823327685564	0.114700416460631	0.792635201819746
AT5G09976	1.25273801830071	-2.29104557943847	2.48786283006978	0.114727420811747	0.792635201819746
AT5G59840	-0.355764979341026	5.99462951200042	2.48734401944574	0.114765252187613	0.792635201819746
AT4G13240	-1.35756864289242	-3.244345270208	2.48723495543692	0.114773206823514	0.792635201819746
AT1G80440	-1.05702083741511	4.88466789462549	2.48503502045313	0.114933790078208	0.792635201819746
AT1G09380	-0.803842777232077	-1.16221490222096	2.48501591933135	0.114935185440853	0.792635201819746
AT5G45990	0.396050045436184	1.4952438602771	2.48374103730827	0.115028359554203	0.792635201819746
AT1G78910	-0.349545068835043	2.92120023909574	2.48359790656611	0.115038825394813	0.792635201819746
AT1G08043	0.607618723875064	-2.62529183449018	2.4830879306006	0.115076123808979	0.792635201819746
AT1G03090	-1.19633304989015	5.88123323522633	2.48269299486014	0.115105017625561	0.792635201819746
AT2G18950	0.284761542883641	5.67771644139246	2.48254879940818	0.115115569075606	0.792635201819746
AT2G36410	-0.349048990317624	6.61978663477549	2.48253992785931	0.115116218282835	0.792635201819746
AT1G07133	-0.9316028982963	-3.78795916075507	2.48151822343515	0.11519101217821	0.792635201819746
AT2G15370	0.728698864545504	2.93938979819628	2.48142733444448	0.11519766830554	0.792635201819746
AT4G39955	0.368108848847491	5.16214551524671	2.48125322244596	0.115210420337976	0.792635201819746
AT3G23840	0.701784925031358	0.931084833949417	2.48112316502661	0.115219946811718	0.792635201819746
AT3G16950	-0.326380988205883	5.97607837778968	2.48097117449106	0.115231080948523	0.792635201819746
AT3G60790	-0.781604719945049	-2.50254010021045	2.48084101225118	0.115240616987189	0.792635201819746
AT1G17710	0.675664026284591	7.33934602617073	2.48065327005338	0.115254373023605	0.792635201819746
AT3G59790	-0.589863564928261	-0.59330895305481	2.4804853508042	0.115266678150167	0.792635201819746
AT2G32680	1.44194375421719	3.67488624743402	2.47968783809043	0.115325139697233	0.792635201819746
AT1G73210	-0.437146224842241	1.72125404378281	2.47967498571808	0.115326082106275	0.792635201819746
AT5G09445	-1.16731412131719	-4.33325423771388	2.4790618029522	0.115371054030816	0.792635201819746
AT1G72100	-0.502636684794688	1.63827758818961	2.47898186558247	0.115376918206767	0.792635201819746
AT1G21430	-0.74300934214197	-2.51801927045637	2.47668676556769	0.115545426282617	0.793193043621307
AT2G36305	0.393699344878086	2.37458426129918	2.47661372552425	0.11555079339861	0.793193043621307
AT3G57440	-0.815202427277914	-1.81568376565492	2.47551405503927	0.115631632463595	0.793193043621307
AT5G50900	-0.322345629437144	5.54940469287023	2.47450696527845	0.115705720490597	0.793193043621307
AT4G18720	-0.478268079525432	1.57194757696983	2.47395963522191	0.115746007600053	0.793193043621307
AT1G11700	0.560182131791999	2.34610919852124	2.47338624516999	0.115788229505609	0.793193043621307
AT4G20870	-0.460495234946003	6.99918922125745	2.47335026811015	0.115790879263842	0.793193043621307
AT3G11660	0.505225458638359	5.08354697151418	2.47304829726477	0.115813122456582	0.793193043621307
AT1G06320	-1.14540962788469	-2.33853081242411	2.47294454913378	0.1158207656395	0.793193043621307
AT1G77720	-0.331575243979396	2.62622234905965	2.47269816178549	0.115838919364987	0.793193043621307
AT3G26120	-0.963873625568381	-2.09186496188242	2.47225452783116	0.115871614065004	0.793193043621307
AT1G51120	-0.822114405115445	0.677930232877999	2.47134155097621	0.115938930208283	0.793193043621307
AT3G27270	0.582748798351219	2.11214303710514	2.47100479833561	0.115963770749257	0.793193043621307
AT1G12400	0.339847979772457	2.84685988613952	2.47072552667386	0.115984375665806	0.793193043621307
AT4G33390	-0.504639422288789	1.19488596350052	2.47033444189876	0.116013237049084	0.793193043621307
AT5G01585	-0.805678084535136	-3.09687645543182	2.47006564420952	0.116033078453587	0.793193043621307
AT4G11655	0.900149037175442	1.30303163020554	2.46981689642886	0.116051443204215	0.793193043621307
AT1G53970	0.715013080974935	-2.45180868724125	2.46937729766344	0.116083906101906	0.793193043621307
AT4G31110	-0.364308258622542	3.58818840959279	2.46930670344079	0.116089120183248	0.793193043621307
AT1G28020	-1.04193296380096	-1.54503624294898	2.46890248297215	0.116118980841356	0.793193043621307
AT2G16870	0.461644861811566	2.67750042632605	2.46834290294399	0.116160332250116	0.793193043621307
AT1G62980	0.685870629978267	3.37791047502993	2.46806089297983	0.116181178164358	0.793193043621307
AT3G59110	-0.354733075641259	4.92848142694933	2.46756465635656	0.116217869544001	0.793193043621307
AT2G42740	-0.307375831830483	4.06760347699082	2.4670023314847	0.11625946290659	0.793193043621307
AT5G18240	0.774696772178541	-3.36441597818448	2.46696683356269	0.116262089125256	0.793193043621307
AT1G09995	0.363488668066111	2.52567894146131	2.46685849966478	0.116270104323507	0.793193043621307
AT1G11175	-0.657774965746393	2.51282574475483	2.4668091391182	0.116273756518201	0.793193043621307
AT3G28730	-0.329424751785738	6.23997160759242	2.46607586817373	0.116328026273763	0.793271683103535
AT5G43590	0.917307403235734	-0.640805609717219	2.4658370431506	0.116345707873394	0.793271683103535
AT2G06815	-0.673590415288336	-2.97396017465314	2.46499086466278	0.116408379258144	0.793280391188938
AT1G08433	-1.10578985042388	-3.63404184323431	2.46228770050306	0.116608836398068	0.793280391188938
AT2G01180	-0.457183591336705	7.1831035463158	2.46219189530118	0.116615947966677	0.793280391188938
AT1G76600	-0.334735615364607	8.61895131715448	2.46081246498397	0.116718395459155	0.793280391188938
AT5G23575	-0.323416507000399	7.27255988403221	2.46065352936435	0.116730205670731	0.793280391188938
AT3G22790	-0.360979407288408	4.61704667972405	2.46012857333334	0.116769223562558	0.793280391188938
AT1G61670	0.315141913874646	4.88883693071969	2.45996948587478	0.116781050744269	0.793280391188938
AT2G39620	-0.403748921083955	1.35059880682939	2.45972446506773	0.11679926913462	0.793280391188938
AT1G06800	0.40787551913931	2.48086350803645	2.45959619383878	0.116808807924869	0.793280391188938
AT2G41997	-0.87071867255379	0.911735543820106	2.45926564256578	0.116833393079751	0.793280391188938
AT4G15040	-0.345990802245535	3.1145467513372	2.45898131124093	0.116854545142646	0.793280391188938
AT5G65925	-0.625500742350588	2.77844585973657	2.45875339643804	0.116871503304942	0.793280391188938
AT1G78500	-0.68540129841767	-0.849117578993819	2.45795018182753	0.116931288733785	0.793280391188938
AT5G44860	0.293527239035384	4.12316165154284	2.45786590119848	0.116937563926522	0.793280391188938
AT5G66670	-0.321601693858578	4.14468707948807	2.45779505292624	0.116942839288443	0.793280391188938
AT4G17210	-0.595765361201765	0.596356947936487	2.45739539838648	0.116972602488129	0.793280391188938
AT4G25600	-0.405713971116461	2.01987810576867	2.45708457242736	0.116995756202913	0.793280391188938
AT5G28345	-0.742871583598256	-2.69062346210349	2.45693677877182	0.117006767265883	0.793280391188938
AT2G04325	-0.882617726375031	-3.65290463867502	2.4568519480381	0.117013087922761	0.793280391188938
AT1G30720	-0.604441361690619	5.58612728327537	2.45611062333967	0.117068339372455	0.793280391188938
AT2G26355	-0.562199343711836	4.38722270103997	2.45571477488268	0.117097854039944	0.793280391188938
AT3G08915	0.882566860730453	-3.5292344274823	2.45564919484256	0.117102744515743	0.793280391188938
AT5G45080	0.639802022564431	2.46682039086855	2.45536372412075	0.117124035446452	0.793280391188938
AT1G45010	0.574528068096645	1.64875414497164	2.45500867761604	0.117150521434692	0.793280391188938
AT5G03570	0.38926414686261	2.12082012135615	2.45499544862765	0.117151508427179	0.793280391188938
AT1G63130	0.378889737055316	1.95454177633118	2.45473334516639	0.117171065418287	0.793280391188938
AT2G18120	-0.682160332221732	-2.10316501353002	2.45452114723218	0.117186901324047	0.793280391188938
AT5G20690	-0.655464065756123	-0.163926600503674	2.45444043660385	0.117192925216967	0.793280391188938
AT1G66280	-0.493639620361243	8.31571150092391	2.45376832335114	0.117243102139215	0.793415498162205
AT4G18930	0.322221978925021	6.25410887539626	2.45291025026395	0.117307196480776	0.79364469414989
AT1G19900	1.01000193171659	2.43916844716478	2.45155058665557	0.117408836760529	0.793757624983663
AT5G13630	-0.532464540821673	7.81882497862097	2.45141007060888	0.117419346442948	0.793757624983663
AT1G71950	0.282676820839622	5.40916431043496	2.4513927414765	0.117420642620866	0.793757624983663
AT4G28340	0.898295806703759	-3.24871900031306	2.45106967819963	0.117444809881614	0.793757624983663
AT5G03885	-0.541729747863577	-1.36066742358514	2.44833436222794	0.117649649982269	0.793905801563792
AT3G04570	-0.309361268107464	4.24869599252295	2.44819067962484	0.117660420877708	0.793905801563792
AT1G21090	-0.380651612203133	2.26326663696604	2.44784628865809	0.117686241934485	0.793905801563792
AT1G67520	0.867601276405171	4.00005688958424	2.4478279344882	0.117687618232489	0.793905801563792
AT5G15480	-0.587780702812612	0.311284378419635	2.44770921501502	0.117696520910306	0.793905801563792
AT5G56640	-0.875295139099962	-3.65257866363797	2.44756072463623	0.117707657132202	0.793905801563792
AT1G18745	-0.719136334987811	3.80603584557645	2.44704973294718	0.117745988494819	0.793905801563792
AT4G35685	-0.566940387174409	-0.110760350817878	2.44693653923336	0.117754481437467	0.793905801563792
AT5G35735	-0.518322560035806	11.0655770220881	2.44677313319517	0.117766743013275	0.793905801563792
AT2G42395	-0.446297603722517	0.140615795161809	2.44674180657133	0.117769093845107	0.793905801563792
AT5G10400	-0.376897590239564	4.68945361931876	2.44621788474635	0.117808417999197	0.793967051181962
AT3G52100	-0.281444963376548	4.23734454406379	2.44439283878703	0.11794551439694	0.794634948305971
AT1G12210	0.5178750574479	0.368345654324715	2.44360188988441	0.118004984795498	0.794634948305971
AT1G29680	-0.354482660208277	4.27892141506382	2.44356999930321	0.118007383301143	0.794634948305971
AT4G25435	-0.769631077176956	-2.43427285219811	2.44290024697241	0.118057768143803	0.794634948305971
AT5G37430	0.683120504470168	-2.55866500139377	2.44283346300327	0.118062793543351	0.794634948305971
AT3G25400	-0.321042092340437	3.51156915424784	2.44248388505911	0.118089102650337	0.794634948305971
AT1G68050	-0.447701244774078	5.55977209220227	2.44135940967408	0.11817377422205	0.794794603251425
AT4G06450	-0.939269423376794	-4.27340997424714	2.44106976885762	0.118195594678882	0.794794603251425
AT5G61680	-0.880497248184172	-0.598128767014522	2.44000372792271	0.118275944601377	0.794794603251425
AT4G14104	-0.586263300024572	-0.184306156127351	2.43991947777124	0.118282297301136	0.794794603251425
AT3G49500	0.281518767661807	5.04361971342043	2.43986692201337	0.118286260345044	0.794794603251425
AT5G33320	0.419259842972548	7.02022377915041	2.43898840654964	0.118352527835655	0.794794603251425
AT5G10120	1.02793168841135	-4.49234144546071	2.43883713110299	0.118363942869345	0.794794603251425
AT1G68640	-0.44510796968873	0.932792524580891	2.43877558794051	0.118368587178735	0.794794603251425
AT1G71880	0.393741875799481	7.53546648733125	2.43855471290249	0.118385257010181	0.794794603251425
AT2G34030	-0.401416425242225	2.49478019417311	2.43813634665949	0.118416838969837	0.794803410232876
AT2G35750	0.610373869568594	-1.59832774215139	2.43727703792865	0.118481736368758	0.794925457661127
AT3G04585	-0.766585759014762	-2.24162762291317	2.43668287110741	0.118526632509884	0.794925457661127
AT2G32290	-0.893561794031377	1.43455011411419	2.43662006082301	0.118531379649188	0.794925457661127
ATCG00720	-0.393089601773934	1.5070218247441	2.43629273679099	0.118556121879917	0.794925457661127
AT1G05575	-0.398852576167699	6.19812044522486	2.43550847999155	0.118615426630902	0.795049743411607
AT3G61990	0.338986478384444	5.48402589441519	2.43513372744422	0.118643776645461	0.795049743411607
AT5G06445	-1.17092063476893	-3.6506813910709	2.43484668308649	0.118665496607765	0.795049743411607
AT1G77320	-0.29868173601492	4.15839829227036	2.43311712052306	0.118796461607639	0.795724156232598
AT2G03450	0.395272995719889	2.8717031353711	2.43198870573129	0.118881993001233	0.795827079706098
AT1G66390	1.25746676233174	4.99453759030715	2.43166188624809	0.118906777929511	0.795827079706098
AT2G11810	0.525590354848638	7.79938186012751	2.43059853354134	0.11898745871006	0.795827079706098
AT5G56280	0.280461094530268	4.54788542911407	2.43056045711742	0.118990348842022	0.795827079706098
AT3G63200	-0.313751400552579	3.96003796392462	2.43015178136752	0.119021373632149	0.795827079706098
AT5G64210	-1.15407523397897	-2.16152091611739	2.43006838853347	0.119027705533284	0.795827079706098
AT1G28765	-0.447066565349463	2.37640761431018	2.43000171581357	0.119032768167643	0.795827079706098
AT2G46530	0.286194680456369	4.50116086283409	2.42902204339856	0.119107184736251	0.795827079706098
AT2G21235	-1.15534310426245	-2.60780979183671	2.42890164183505	0.119116334070292	0.795827079706098
AT3G54890	-0.507382481787032	9.39799289082558	2.42830921215159	0.119161364224233	0.795827079706098
AT1G34130	0.29263001484353	5.58360623000188	2.42820715985727	0.119169123047201	0.795827079706098
AT5G49780	0.6370888237059	0.693612473372589	2.42812280107682	0.119175537091228	0.795827079706098
AT4G17980	0.870558764735421	-3.14955678104833	2.42715846105174	0.119248885822198	0.7959388593409
AT1G26510	-0.769144101144355	-2.56471735485495	2.42710566555744	0.119252902945771	0.7959388593409
AT2G18460	-0.683437216420193	-2.32435377091609	2.42583955224141	0.119349284323551	0.796379709906855
AT3G56700	-0.803497268841859	1.10900168473625	2.42474355711175	0.119432785261898	0.796734411235179
AT5G38940	0.577550117050368	4.32857155371672	2.42311396986842	0.119557058707796	0.797360856106324
AT4G33585	-0.473164580151959	0.855909713365867	2.42223750900529	0.119623957396388	0.797492723538536
AT1G33530	-0.92738577494779	-3.78919502659266	2.42169149339785	0.119665654734384	0.797492723538536
AT4G29550	-0.457232133317215	0.378213865701634	2.42158277326577	0.119673959238056	0.797492723538536
AT1G49670	0.27722214758742	6.34644006737445	2.42126387990862	0.119698321341561	0.797492723538536
AT1G65610	0.437158275866215	4.60916303417394	2.42081275896675	0.119732794449032	0.797520036491182
AT1G32480	-0.480550665735536	1.22245458439041	2.41995156853057	0.119798634171419	0.797596385841634
AT3G18280	0.540614652357008	3.83844353684628	2.41986820075365	0.119805009931043	0.797596385841634
AT5G62580	0.534859069061781	4.69119168739474	2.41894054680331	0.119875979939671	0.797629323127284
AT1G30400	0.332421417186713	8.32965752664086	2.41883054058439	0.119884399032963	0.797629323127284
AT3G53210	-0.503080162130374	1.35273052965567	2.41817151432477	0.119934849922364	0.797629323127284
AT1G19750	-0.50446038789153	1.32431532082733	2.41790658187204	0.119955138101181	0.797629323127284
AT5G54130	-0.326320126183507	3.47176024892741	2.41664501192471	0.120051799604628	0.797629323127284
AT4G30170	0.490462840898789	6.91839507973392	2.41639544064492	0.12007093197394	0.797629323127284
AT5G01605	0.832988196593572	-0.23059946038812	2.41638673400524	0.12007159949407	0.797629323127284
AT1G08503	-0.7135341267046	-2.41170073155199	2.4163258226941	0.120076269553748	0.797629323127284
AT1G79220	-0.358321828724909	3.08875764032606	2.41623338180884	0.120083357364594	0.797629323127284
AT1G34260	0.271540993017429	5.70582793968533	2.41529263213332	0.120155514738209	0.797906765422646
AT4G33260	-0.437354059420753	3.40756774272933	2.41339917086559	0.120300892585169	0.798103349525207
AT4G12320	-0.801721177675038	4.89586556300192	2.41298738321063	0.120332534960301	0.798103349525207
AT5G42040	-0.504741195438028	0.0664038457416741	2.41294475096327	0.120335811411936	0.798103349525207
AT5G09520	1.12812645946549	3.442989153583	2.41286557067406	0.120341896982816	0.798103349525207
AT2G22860	-0.479670782972574	6.01624989730835	2.41260547803756	0.120361889358398	0.798103349525207
AT1G69280	-0.362821749909908	1.72668865678978	2.41253258532627	0.120367493015951	0.798103349525207
AT1G34750	0.310620793865429	5.46980215695807	2.41161165320612	0.120438314943915	0.798215678108193
AT4G20235	-0.461429372059581	1.05240761970729	2.41124539468727	0.120466493942449	0.798215678108193
AT3G45050	0.34419453227095	3.90145647998123	2.41064634749159	0.12051259884783	0.798215678108193
AT3G02410	-0.392417148270115	1.5410501478763	2.40990179341322	0.120569929745237	0.798215678108193
AT1G19410	-0.768056580693334	-2.42052262951292	2.40925589572092	0.120619688537925	0.798215678108193
AT3G25490	-0.541593644416659	-1.22468040030325	2.40899558952786	0.120639748486946	0.798215678108193
AT3G61540	0.301106121886778	3.88757923598024	2.40884322990437	0.120651491474967	0.798215678108193
AT1G52750	0.306652929134744	3.89420903443404	2.40883070824228	0.12065245662769	0.798215678108193
AT3G48410	-0.322726427754868	3.1103011405325	2.4078569315643	0.120727540210027	0.798215678108193
AT2G31850	-0.573751026794378	0.646311324207814	2.40765597056383	0.120743041859155	0.798215678108193
AT2G02100	0.328343499935527	6.00655971255562	2.40757591525274	0.120749217747716	0.798215678108193
AT5G09310	0.315308249367229	3.16604261873446	2.40757568666365	0.120749235382783	0.798215678108193
AT5G63890	0.285245031982318	5.49933310739381	2.40711054119939	0.120785126084242	0.798251964659943
AT5G60530	-0.497046870224951	5.32383660120991	2.40599143214146	0.120871525150585	0.798621951655491
AT5G66595	0.681078470735714	-2.05524244306811	2.40382619734203	0.121038883156719	0.799439053771341
AT1G06230	-0.281797580219366	6.42879111739123	2.40321702527888	0.121086014296858	0.799439053771341
AT1G55810	-0.790883234947768	5.47301912812526	2.40321031270173	0.12108653375666	0.799439053771341
AT1G19020	-0.333428439796822	9.75251805730224	2.40180292130344	0.121195500758013	0.799662496163192
