logFC	logCPM	LR	PValue	FDR
AT5G35940	-0.981895311993186	3.84709227193559	14.9968276108653	0.000107692064718055	0.042204037959731
AT4G37800	1.13745793906081	5.28364141561705	14.9140912685627	0.000112519375643303	0.0434473712686209
AT1G78390	-1.6967035699869	-0.73311631183138	14.865269166743	0.000115469519896057	0.0439403359987066
AT1G54950	1.68656764163739	-2.74273731884446	14.8311929108769	0.000117574646438847	0.0441022498792115
AT2G05520	1.02841787831542	9.99264182282353	14.7424051224277	0.000123242969386822	0.0450147558307092
AT3G62040	-0.830291354668106	4.9544482964274	14.73945242466	0.000123436128263361	0.0450147558307092
AT2G42690	0.714368034334454	6.06678861249485	14.6795051255549	0.000127424328970314	0.0458326110379935
AT1G74140	1.96474901701245	-3.11463827651491	14.6161943578122	0.000131777256257245	0.0464429897435197
AT5G47280	-1.86604961410389	-0.93193684366452	14.6036283169911	0.000132658880708534	0.0464429897435197
AT3G14210	0.833958964596015	8.26471553153718	14.5382334088752	0.000137343725324453	0.047450449945318
AT3G27880	-0.699910798483201	5.57336245970107	14.4909033437195	0.000140838010161304	0.0480257614650046
AT5G24210	1.63862627556435	6.15757832483522	14.4655288213251	0.000142748079336696	0.0480530297326105
AT5G05640	-0.84544741706902	2.28825648438692	14.4238659393165	0.000145940999216552	0.0485059850180888
AT3G18670	-0.917464051455013	1.78664890854385	14.3297718803264	0.000153419258410934	0.0499130326865643
AT4G17470	-1.62323789720426	2.05864461097816	14.3018527153025	0.000155711547682993	0.0499130326865643
AT1G04730	-0.724473738582078	3.9184534305453	14.2998507216614	0.000155877239604611	0.0499130326865643
AT5G23903	2.45091861875007	-3.03814536518366	14.1437721226291	0.000169356814146092	0.0535759261329391
AT1G70420	-1.15306088137007	7.44960786758053	14.0918402996789	0.000174097394048277	0.0544199437562574
AT4G23090	-2.15452203187932	-2.92720060793417	14.0371808656612	0.000179231429443453	0.0549038145569227
AT3G10950	-1.54513237852326	-2.03853582367346	14.0309382903677	0.000179827400384482	0.0549038145569227
AT3G26742	-2.2702785561545	-3.54046792692889	14.0040143831526	0.000182420747921664	0.0550554204388404
AT5G48090	-1.01087574075976	0.807965523345794	13.9558097186743	0.00018715836283671	0.0557239524012359
AT2G41445	-1.01498933007577	3.27905589404768	13.9308552484758	0.00018965941191643	0.0557239524012359
AT2G28340	-1.87647314495947	-1.88360407680318	13.8922091713706	0.000193599310064474	0.0557239524012359
AT4G32490	-1.44092303620731	0.188115900699706	13.8095523687532	0.000202305041827348	0.0557239524012359
AT5G07690	4.62616637826891	-4.36815085575837	13.7978125037235	0.000203573116585453	0.0557239524012359
AT5G09090	-1.67449604460775	-2.49932215087667	13.7892979719282	0.000204497816135054	0.0557239524012359
AT5G23480	0.97028662332266	0.874742514961996	13.7745059278828	0.000206114342696084	0.0557239524012359
AT2G43050	1.52381412784009	2.6555687584786	13.7399692656475	0.000209938932728758	0.0557239524012359
AT3G02990	-0.715010171486918	4.01254357823825	13.733776566169	0.000210632234450972	0.0557239524012359
AT5G09060	-3.86493935315967	-4.33225811450283	13.7189966005322	0.00021229625831509	0.0557239524012359
AT5G22670	-0.996870237502585	1.68034505945566	13.718375959887	0.000212366423091235	0.0557239524012359
AT3G23260	-0.678216408589133	4.53423780030218	13.7092208948284	0.000213404141614379	0.0557239524012359
AT2G31910	-1.00317147801444	1.26116844038021	13.6718200275152	0.000217696839934823	0.0557239524012359
AT1G49450	-1.24833159880273	3.3361430073015	13.6616922893749	0.000218874152972755	0.0557239524012359
AT1G27690	-0.819724492731778	7.49453835440242	13.6469381209483	0.000220600762414947	0.0557239524012359
AT4G23590	-1.21951766217844	3.10611885143743	13.6366576236614	0.000221811946539606	0.0557239524012359
AT1G07180	-1.28553798921628	2.89381992416635	13.6175751663219	0.000224077913491982	0.0557239524012359
AT4G31870	-1.78943225004537	1.69286634283996	13.6154207632188	0.000224335201401901	0.0557239524012359
AT1G54560	-0.941919440625986	2.2178880030076	13.6102107196327	0.000224958637869178	0.0557239524012359
AT4G34630	0.800424137901306	4.03067233603258	13.5462184046949	0.000232759925304636	0.0564845366416879
AT4G37530	0.749580741760345	5.38499518678304	13.5341147555163	0.000234265857249706	0.0564845366416879
AT5G04205	-1.49263556519109	-1.70625357520498	13.5211531905137	0.000235889419994389	0.0564845366416879
AT5G56400	-1.25564164385146	-0.535031506963116	13.5034622993429	0.000238123693397712	0.0564845366416879
AT2G25480	-0.693390716999231	5.17804919785092	13.4978086086565	0.000238842214344622	0.0564845366416879
AT1G07957	1.68666798650758	-2.92374279063268	13.481427430005	0.000240936439953881	0.0564845366416879
AT5G63600	0.93895025671768	5.3622905430437	13.4167335961362	0.0002493895786459	0.0579488687301363
AT1G67110	-1.505457127897	-1.27811058459947	13.3960253299583	0.000252158062536759	0.0580631334656477
AT5G66650	-1.06719608405869	5.67951217191314	13.3801306904824	0.000254304008399645	0.0580631334656477
AT2G41451	-1.33071453215073	1.8384431558487	13.2760045164312	0.000268824807366068	0.0608494221294039
AT5G36140	2.4099571990742	1.88218113222716	13.1509555033189	0.000287372661097503	0.064491828738779
AT4G27670	-1.49797098635631	2.4834745142309	13.0935381406903	0.000296316149727545	0.0657934427017544
AT3G28740	-1.65996857202734	4.89406791295021	13.0817666641686	0.000298184091156978	0.0657934427017544
AT1G06157	-2.03624273370427	-3.61241319560106	13.0466100301413	0.000303833854133271	0.066481379233144
AT3G12580	-0.842950798801196	8.53138046900539	13.0308329744012	0.0003064042347647	0.0664897189439399
AT2G23445	-2.24410757588226	-3.13700760261873	12.9970507800417	0.000311981970906269	0.0666490922139481
AT5G63160	-0.852542761236821	6.01868634995093	12.9956506221678	0.000312215346091161	0.0666490922139481
AT2G40100	1.17354397980262	3.82915703954022	12.9190082566041	0.00032526214678581	0.0688742595818952
AT5G16980	-1.26078331409708	4.23820733239363	12.8978694564968	0.000328956377589164	0.0690992608508695
AT4G32030	-0.788047723350794	7.98809722195456	12.8780504238484	0.000332458389126043	0.069280634311766
AT3G29580	-2.43665852013898	-4.05918196533302	12.8369206862652	0.000339846432733838	0.0698873357982913
AT5G19340	-0.903399630375312	3.82877902327761	12.8275284035687	0.000341556639261504	0.0698873357982913
AT3G55240	1.2609391409131	3.72305764548264	12.8129343976369	0.000344231245828616	0.0698873357982913
AT1G36920	-2.0376768867658	-2.39219716722821	12.7983187471491	0.000346930989018564	0.0698873357982913
AT4G36470	-0.848957633496825	2.88335221961317	12.7889213605164	0.000348678104489323	0.0698873357982913
AT5G27010	-0.950944219006689	2.62756659687323	12.6474232295059	0.000376083677592117	0.074470630401002
AT1G08077	-1.44612054377289	-2.08897085647549	12.6267998738947	0.000380255577155257	0.074470630401002
AT5G13181	-0.905337997184489	3.39071891581374	12.6187979411901	0.000381886830870789	0.074470630401002
AT3G12060	-0.889082102191231	1.27465983001103	12.6138955280802	0.000382889709568316	0.074470630401002
AT1G30190	-1.31268544228787	1.38096287526528	12.5912928580324	0.0003875479725057	0.0747774616220474
AT4G22650	4.53826079562376	-4.42928362534678	12.5787236822811	0.000390163089546426	0.0747774616220474
AT1G56250	-1.07395224170054	5.76048081112035	12.4690664236095	0.000413746825756885	0.0787228290137575
AT1G61470	-0.722838634552252	4.9767992228718	12.418324677575	0.000425141459599065	0.0799309646050509
AT2G27160	-2.25853568223497	-3.45464003109429	12.4137471899256	0.000426184828605977	0.0799309646050509
AT3G15670	-1.53306051980467	-0.720221105309496	12.3905248389005	0.000431517947546625	0.080357210983913
AT1G04187	1.11970209466402	-0.0085648475457228	12.3739474510886	0.000435366165618714	0.0804283227879381
AT3G51430	0.753725947451413	5.62196861401562	12.3625753375812	0.000438026056239294	0.0804283227879381
AT1G64110	-1.56889695532728	2.60144716460617	12.3170270899809	0.000448845002432881	0.0809798580513295
AT2G30130	-1.00437254270645	3.06142660156163	12.3105060610449	0.000450415837271399	0.0809798580513295
AT1G32720	-2.62310267927439	-2.37725184713971	12.3099282356858	0.000450555295491907	0.0809798580513295
AT1G33811	0.968493175935043	4.14114308118636	12.2918697724819	0.000454935737069323	0.0809798580513295
AT1G27700	-0.901293836257667	8.77415212732614	12.279923390508	0.000457857165512391	0.0809798580513295
AT1G07540	-2.39652990306723	-2.68352799075485	12.2627379119537	0.000462093028007791	0.0809798580513295
AT3G17790	0.863595174759501	7.46257447555	12.2399759519091	0.000467764320467217	0.0809798580513295
AT1G04370	-1.42664035795293	-0.0801679832802983	12.2302048729237	0.000470220348862752	0.0809798580513295
AT3G14550	-0.809390082588723	2.22858640598219	12.2222221285014	0.00047223652335242	0.0809798580513295
AT1G66100	-1.59313097449039	2.46867774148127	12.2121955266332	0.000474781273727468	0.0809798580513295
AT2G19310	0.770471291073737	3.45388979074398	12.2115123007171	0.000474955179186683	0.0809798580513295
AT5G49750	2.42811563969282	-3.41220172608785	12.1854282634259	0.000481642800467277	0.0815902903991567
AT5G29560	-7.47165958451601	-1.18056598737084	12.12701358361	0.000496966415402093	0.0836464562129023
AT4G08040	1.783096465368	0.38516418177495	12.0643141407706	0.000513962150257755	0.0859560775752731
AT3G17160	-0.846947317309346	4.19477558436395	12.0253940575359	0.000524806021476321	0.0872141247209099
AT1G32450	-1.13530406280576	6.79043068020989	11.9747393871315	0.000539266082759217	0.0885285528212544
AT1G72210	-0.821985012817747	1.76343173251334	11.9740737482569	0.000539458752005206	0.0885285528212544
AT3G59170	-1.98245144820712	-3.65037229671129	11.9196713136836	0.000555442800550112	0.0901235716178341
AT3G18950	-1.16675138203171	5.31804107358112	11.9176597343542	0.000556042906733028	0.0901235716178341
AT4G22214	-1.05980410178117	5.02319283431022	11.8744942317184	0.000569079217809517	0.0910840189359636
AT3G07465	-1.17865400856924	5.39685414545674	11.8698519128708	0.000570499486166419	0.0910840189359636
AT5G27790	-1.47010764050454	-2.54161880008585	11.8580839901412	0.000574115813463006	0.0910840189359636
AT5G28640	-0.777368892300983	3.94288125035386	11.8483933195453	0.000577111165133129	0.0910840189359636
AT4G33980	-1.09893216645308	5.45427347050914	11.8366162967084	0.000580772650475919	0.0910840189359636
AT3G19610	-1.42295037438008	-1.13005261985476	11.8301841234197	0.000582782312573481	0.0910840189359636
AT5G10510	-1.03048843397885	3.8088767669016	11.8053070843667	0.000590621190779965	0.091108776442301
AT3G23770	-2.43589360374334	-3.33139399172256	11.7948146006185	0.00059395926651566	0.091108776442301
AT5G51790	-1.00168911720533	2.31708374140995	11.789700157409	0.000595593273611383	0.091108776442301
AT1G08947	1.17058301194096	1.85902749783924	11.784806648021	0.000597160944002635	0.091108776442301
AT3G30350	-0.835932461583915	2.07810291598201	11.7750774664153	0.000600290144514532	0.091108776442301
AT5G45573	-1.84997664367846	-0.652275111268841	11.7270476980366	0.000615982336374361	0.0929531506102391
AT5G58750	-0.776440854793596	3.98499855695818	11.7144519140755	0.000620165741698942	0.0930496678845093
AT3G25250	-0.752462488766695	7.71983285687445	11.6853463294287	0.0006299425948563	0.093662676087828
AT2G28680	-2.34310672936057	-1.58710669265066	11.673563112489	0.000633944824797732	0.093662676087828
AT4G05200	0.999159831583308	2.70431004035434	11.670607237171	0.000634952825670616	0.093662676087828
AT1G07493	-1.21422711844253	-1.7409270029432	11.6193042007313	0.000652708142451255	0.0944567989318528
AT1G13520	0.842694661353326	4.85127445710083	11.618153339057	0.000653112140249284	0.0944567989318528
AT3G22600	1.06088063747473	6.60637203291025	11.6104774238252	0.000655813156555826	0.0944567989318528
AT1G14110	-1.69647084506544	-1.52610986644006	11.5997557419121	0.000659604820204604	0.0944567989318528
AT3G55180	-1.45940065558258	-2.33726579583419	11.595628603488	0.00066107025516378	0.0944567989318528
AT4G17483	-0.927594958715824	3.52650344860051	11.5932377987151	0.00066192066890585	0.0944567989318528
AT4G01780	-1.4234389192796	-1.38763871898607	11.5477181087065	0.000678324585480085	0.0960752064737784
AT5G02760	0.92838011631134	1.97549951124285	11.5415466700627	0.000680579975020863	0.0960752064737784
AT2G39890	0.592321132065044	4.91161134863235	11.519827946297	0.000688577624886868	0.0966843994473502
AT1G71390	1.44962174384303	-1.34757443708345	11.4379840439621	0.00071957819286159	0.099762429293278
AT3G19560	-1.09210591637523	-0.986573087721409	11.4341839752111	0.00072105134920287	0.099762429293278
AT1G04425	-0.880485441981722	1.61604986606378	11.4320049455208	0.000721897458419576	0.099762429293278
AT1G01780	-0.698969508052391	4.49037081219154	11.4159882718634	0.000728147535970129	0.0998294158183749
AT4G28410	-0.90854595527193	2.69457163533843	11.4113028609704	0.000729986206997295	0.0998294158183749
AT4G19050	-0.916590697259435	1.87280987846895	11.3988482712159	0.000734896535617834	0.0999801986306604
AT1G05557	-1.03078203103872	0.78204140709464	11.3091012674792	0.000771280956790881	0.104389299394114
AT1G20490	-0.733199965752484	4.22558055001612	11.2743200254808	0.000785866346576764	0.10581650666569
AT2G38170	0.742847783227372	6.48515068242629	11.2648492513388	0.000789885946851323	0.10581650666569
AT5G09370	-1.77838571975416	-3.20258108591886	11.1999504836484	0.000817995147617705	0.108223349043394
AT1G50750	-0.858201722082967	8.50277673658755	11.1952764156274	0.000820058206443392	0.108223349043394
AT1G27170	-0.752822467395128	3.41108079527264	11.179366495838	0.000827120087311393	0.108223349043394
AT1G74458	-0.97533658732875	1.85257152758178	11.1767185010731	0.000828301395624388	0.108223349043394
AT1G65630	-1.3334264924349	-2.3385930413942	11.1708462186575	0.000830927192171886	0.108223349043394
AT5G47175	-1.27756827241789	1.18978238448213	11.1671541360477	0.000832582416375276	0.108223349043394
AT4G12090	0.825961087158487	4.02325598807962	11.1489465572692	0.000840794059422085	0.108752362651457
AT1G78400	-3.18471235309878	-4.42458170189705	11.1179646169426	0.000854955575605913	0.109712641310715
AT1G10190	-1.98537669045434	-1.98795917065501	11.1132375819131	0.000857137352918542	0.109712641310715
AT4G37010	0.732251347726153	5.09985299210518	11.105429607817	0.000860753479453378	0.109712641310715
AT5G54470	-0.806065937099986	2.50357201937545	11.0427710715986	0.000890336815863926	0.112045421989913
AT3G51330	1.15225414059488	5.0995985827666	11.0376879766435	0.000892781338130966	0.112045421989913
AT3G13403	-1.37795157152876	-2.17917926306265	11.0332233655848	0.000894934020323785	0.112045421989913
AT4G31950	-1.7114342685279	2.22820266716338	11.0307591865387	0.000896124409410125	0.112045421989913
AT3G58960	-1.36300378293869	-2.55038012540042	11.0119795864132	0.000905249151497775	0.112649890857237
AT3G45680	-0.952780198628512	0.714854812887878	10.9857298257431	0.000918161180404466	0.113717726952264
AT5G45630	-0.868695372237596	1.76147028322103	10.9657506245415	0.000928113441223593	0.113959971069919
AT1G57850	-1.00460158774383	1.77044829041061	10.9611759366061	0.000930407539233083	0.113959971069919
AT2G42540	-1.69639104357822	0.7354323937833	10.9557467419605	0.000933137593024051	0.113959971069919
AT5G25830	-0.8933085930633	1.49036274659519	10.9255097002743	0.000948491043684727	0.115103889700911
AT2G16005	-2.24151775046461	2.42099841627854	10.9200862264214	0.000951271815710004	0.115103889700911
AT1G31770	-0.770410324196713	3.68112915859426	10.9096905745272	0.000956625032528787	0.115220658161048
AT1G49750	1.01444841129075	6.03457002094491	10.8812139722288	0.000971445525133294	0.116471439056735
AT5G23990	1.32166454120583	5.2693496630873	10.8672561927698	0.000978794351041883	0.116637812284854
AT1G69720	1.43358868714565	2.48793307629843	10.8513074754804	0.000987260259655702	0.116637812284854
AT5G47990	-0.680951352862	6.27571492483617	10.8496177848371	0.000988161509348421	0.116637812284854
AT4G24175	-0.940750737003029	5.42574284477352	10.8450504153712	0.000990601825780649	0.116637812284854
AT2G41310	-0.741903755486654	3.85385402610844	10.790094868936	0.00102044652264154	0.119615465825888
AT1G70830	0.919049005201472	6.70669357393431	10.7794430707259	0.0010263355743665	0.11977108078285
AT1G03982	-1.15819217678292	0.764023698246905	10.7355529208374	0.00105096595050982	0.122102712223612
AT4G15248	-1.47806625269934	-1.1263644565812	10.7212762429736	0.00105910596061426	0.122506366554399
AT4G19760	2.74904487436991	-3.27263048483529	10.6948951094453	0.00107431564344272	0.122821715447265
AT2G26490	-2.33024367958229	-3.98759595344523	10.6942131117802	0.00107471175607882	0.122821715447265
AT2G20570	0.639947050463304	5.85939487952669	10.6889361878735	0.00107778165642215	0.122821715447265
AT5G03705	-2.60596199973827	-4.29952267477462	10.6740869758495	0.00108646801108606	0.122821715447265
AT3G07255	-1.0671531546756	0.28560251558879	10.6700116264046	0.00108886433233188	0.122821715447265
AT5G37260	-0.862794936438062	4.13609078286144	10.668255988276	0.00108989830137536	0.122821715447265
AT4G08925	-0.812424778587239	2.92923573810791	10.6325552193137	0.00111114078889956	0.124373999798129
AT5G01985	-0.81478919368245	3.5446559117998	10.6190747573103	0.00111927037263317	0.124373999798129
AT5G54240	0.779675784110576	1.93279527065381	10.6182712016449	0.00111975686426423	0.124373999798129
AT2G06065	2.01390155625083	-3.20905131341893	10.6135489123762	0.00112262017565436	0.124373999798129
AT2G18650	0.841450384469784	1.41087809450305	10.5967977725767	0.00113283693008265	0.124978568374707
AT5G08260	0.827176487245767	6.03584995048083	10.587007495879	0.00113885166006909	0.125116435307256
AT1G72270	-0.976508285953408	-0.290186735672493	10.5600170629114	0.00115560129203713	0.126427596354246
AT4G32500	-1.11482081288979	1.68745752271791	10.549831512173	0.00116198679196844	0.12659870206106
AT1G56600	1.20387145541399	4.81833937349844	10.5391667135933	0.00116871100528711	0.126805144073652
AT4G25500	-0.618536025893995	6.88214714869294	10.512759820457	0.00118553063406487	0.128100731928565
AT1G67770	-2.00934018377594	-3.93909974503753	10.4967084800658	0.00119587386494442	0.128688770786252
AT5G18450	-1.85881809286252	-3.829533448652	10.4837402486883	0.00120429704485315	0.129066234721262
AT3G60950	-1.9209321254017	-2.67955781535811	10.47428574172	0.00121047579303152	0.129201068689547
AT1G02470	0.788964178240622	3.57717149642845	10.4330448421157	0.00123780510525489	0.131583192909626
AT4G15740	1.16735020382896	2.86588661150779	10.4114167004519	0.00125238629135546	0.132596398597259
AT5G59970	-0.659282121363426	5.07501080667237	10.3898081977257	0.00126712785540499	0.133430399070272
AT1G74450	-0.920093789528466	7.70078304255003	10.38500719686	0.00127042692491785	0.133430399070272
AT3G14260	-0.730417682188236	5.19619399424558	10.3559583841308	0.00129057445903458	0.134301327055149
AT1G19780	-1.05495584329718	7.09753455762158	10.3528689481308	0.00129273615298172	0.134301327055149
AT4G05360	-0.990227674596684	2.94439564741255	10.3377316508568	0.00130338088430255	0.134301327055149
AT3G07675	1.08228984632414	-0.610946377839756	10.3225167461136	0.00131416960234165	0.134301327055149
AT3G01420	0.866478916371143	6.51856249591814	10.3160871196585	0.00131875590734739	0.134301327055149
AT2G19365	-2.35360600985681	-4.11082343855041	10.3132158699357	0.00132080922284367	0.134301327055149
AT3G09990	-2.27432108849486	-2.90838862039014	10.3107830671606	0.001322551524409	0.134301327055149
AT2G17040	1.43651701542302	3.98527673657481	10.3095249050855	0.00132345349545573	0.134301327055149
AT4G22115	-1.26844543612164	-1.39424864232968	10.3077135255038	0.00132475315943495	0.134301327055149
AT2G04900	0.605792335896511	5.00979698759539	10.2751336199248	0.00134835108339473	0.135817117497061
AT1G33890	1.74628680971062	-0.418860045421439	10.2728101198621	0.00135005018344567	0.135817117497061
AT2G42530	-1.23412267842206	3.52518159785042	10.2636724692905	0.0013567533000601	0.135970501525488
AT5G58690	-0.711665457957624	5.57596073603308	10.2555899717909	0.00136271046353913	0.136048245783829
AT3G58950	-1.47431217182025	-1.95351734088864	10.2366345513458	0.0013767855448956	0.136932795652742
AT3G04990	-1.64004151274593	-1.76548411252208	10.2099521233245	0.00139684799653849	0.137610108039461
AT1G18130	-2.54151868145954	-3.98603902971011	10.206664251202	0.00139934053689983	0.137610108039461
AT2G03360	1.01884451384692	-0.912715493731483	10.2006492742911	0.00140391215977023	0.137610108039461
AT3G58480	-1.02772918832318	-0.766841790150182	10.199799650674	0.00140455912535993	0.137610108039461
AT4G25580	-3.75190747815466	0.497211694112441	10.1784529146192	0.00142091353754831	0.138694895001509
AT2G29340	0.729722185042332	5.70580911167098	10.1342305560816	0.00145540984222419	0.141535911952891
AT3G14470	0.705482108999687	3.50846214035865	10.1261108958419	0.00146183525870317	0.141636193312802
AT3G55515	-1.50140845729077	-2.80902040990515	10.102888391391	0.0014803711819	0.142904801923339
AT2G01150	-0.563078679594405	4.23428539679559	10.0746985743916	0.0015031921177717	0.14457624701953
AT2G41260	-5.20854688683731	-1.72638598915261	10.0484201665937	0.00152478648323953	0.144658421484885
AT1G20480	-0.728357802917994	4.13094106352013	10.0448094429476	0.00152777805776902	0.144658421484885
AT5G66150	-0.875554911871226	2.99878337383387	10.0445839623085	0.00152796507117249	0.144658421484885
AT1G27135	-1.1708558452592	1.07588571031654	10.0356555843525	0.00153538892344196	0.144658421484885
AT3G23270	-0.993720632055892	3.52317236381734	10.0338599890913	0.00153688634858215	0.144658421484885
AT4G14690	-1.49604726532578	1.1839227954953	10.0336009776964	0.00153710247150409	0.144658421484885
